Id Employee,Age,Attrition,Daily Rate,Distance From Home,Education,Employee Number,Environment Satisfaction,Gender,Hourly Rate,Job Involvement,Job Level,Job Role,Job Satisfaction,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Stock Option Level,Training Times Last Year,Work Life Balance,Years At Company,Years Since Last Promotion,Years With Currmanager,Date Birth,Remote Work,Business Travel,Education Field,Marital Status,Over Time,Monthly Income,Total Working Years
375,50.0,No,145.0,1.0,3,Unknown,4,Female,95.0,3,2,Sales executive,3,24920,0,12,"3,0",1,1,3,"3,0",18,0,13,1973,Yes,Non Travel,Life sciences,Married,Unknown,6347.0,11.0
376,32.0,No,1109.0,29.0,4,"1046,0",4,Female,69.0,3,1,Laboratory technician,3,11135,9,12,"3,0",2,0,2,"3,0",8,7,7,1991,Yes,Non Travel,Unknown,Single,No,6477.69,10.0
377,53.0,No,124.0,2.0,3,"1050,0",3,Female,38.0,2,3,Sales executive,2,23537,2,12,"3,0",1,1,2,"3,0",15,6,12,1970,Yes,Travel Frequently,Marketing,Unknown,Unknown,7525.0,30.0
378,40.0,No,300.0,26.0,3,Unknown,3,Male,74.0,3,2,Sales executive,1,22217,1,14,"3,0",2,1,3,"2,0",7,7,5,1983,No,Travel Rarely,Unknown,Married,Unknown,6477.69,8.0
379,55.0,No,444.0,2.0,1,"1074,0",3,Male,40.0,2,4,Manager,1,17323,7,15,"3,0",2,0,3,"4,0",9,6,2,1968,Yes,Unknown,Unknown,Single,No,6477.69,11.0
380,28.0,Yes,1366.0,24.0,2,"1082,0",2,Male,72.0,2,3,Healthcare representative,1,12355,1,12,"3,0",1,0,2,"2,0",10,1,9,1995,No,Non Travel,Unknown,Single,No,6477.69,10.0
381,28.0,No,857.0,10.0,3,"1097,0",3,Female,59.0,3,2,Research scientist,3,7909,3,13,"3,0",4,0,4,"4,0",8,1,7,1995,Yes,Travel Rarely,Other,Single,No,3660.0,11.0
382,35.0,Yes,1204.0,4.0,3,"1100,0",4,Male,86.0,3,3,Sales executive,1,10333,0,22,"4,0",1,0,2,"3,0",8,4,7,1988,Yes,Unknown,Technical degree,Unknown,Unknown,6477.69,9.0
383,33.0,Yes,827.0,7.0,4,"1101,0",36,Female,54.0,2,2,Research scientist,3,3129,1,22,"4,0",2,0,4,"3,0",13,3,8,1990,Yes,Travel Frequently,Medical,Single,No,6477.69,14.0
384,25.0,Yes,1219.0,4.0,1,"1106,0",4,Male,32.0,3,1,Laboratory technician,4,4605,1,15,"3,0",2,1,3,"4,0",7,5,6,1998,Yes,Unknown,Technical degree,Married,Unknown,6477.69,7.0
385,38.0,No,770.0,10.0,4,"1119,0",3,Male,66.0,2,3,Sales executive,3,5569,0,14,"3,0",2,2,2,"3,0",8,2,7,1985,Yes,Unknown,Unknown,Unknown,Yes,8740.0,9.0
386,28.0,No,950.0,7.0,3,Unknown,12,Female,93.0,3,3,Manufacturing director,2,8039,0,17,"3,0",2,3,3,"2,0",9,1,7,1995,Yes,Unknown,Unknown,Unknown,Unknown,6477.69,11.0
387,43.0,No,1082.0,27.0,3,"1126,0",3,Female,83.0,3,3,Manufacturing director,1,11535,8,11,"3,0",3,1,1,"3,0",8,0,1,1980,No,Travel Frequently,Life sciences,Married,No,6477.69,18.0
388,39.0,Yes,203.0,2.0,3,Unknown,1,Male,84.0,3,4,Healthcare representative,4,13547,7,11,"3,0",4,3,4,"3,0",18,11,5,1984,No,Travel Frequently,Life sciences,Unknown,No,6477.69,21.0
389,40.0,No,1308.0,14.0,3,"1128,0",3,Male,44.0,2,5,Research director,3,17544,1,14,"3,0",1,0,2,"3,0",20,4,9,1983,Yes,Travel Rarely,Unknown,Unknown,No,6477.69,11.0
390,29.0,No,718.0,8.0,1,Unknown,2,Male,79.0,2,2,Manufacturing director,4,17689,1,15,"3,0",3,1,2,"2,0",10,1,2,1994,Yes,Travel Rarely,Medical,Married,Unknown,6477.69,10.0
391,40.0,No,593.0,7.0,4,Unknown,2,Female,88.0,3,3,Research director,3,13782,9,17,"3,0",3,0,3,"2,0",18,2,13,1983,No,Unknown,Unknown,Unknown,No,13499.0,20.0
392,26.0,No,1384.0,3.0,4,"1177,0",1,Male,82.0,4,1,Laboratory technician,4,13421,1,22,"4,0",2,1,2,"3,0",8,0,7,1997,Yes,Travel Rarely,Unknown,Unknown,Unknown,6477.69,8.0
393,35.0,No,819.0,2.0,3,"1182,0",3,Male,44.0,2,3,Manufacturing director,2,19588,2,18,"3,0",2,1,2,"4,0",7,6,4,1988,Yes,Travel Rarely,Unknown,Divorced,No,6477.69,15.0
394,53.0,No,1223.0,7.0,2,"1201,0",4,Female,50.0,3,5,Manager,3,18640,3,18,"3,0",2,1,6,"3,0",7,4,7,1970,No,Unknown,Medical,Divorced,No,6477.69,26.0
395,35.0,No,1361.0,17.0,4,"1218,0",3,Male,94.0,3,2,Sales executive,1,21026,3,15,"3,0",4,3,2,"3,0",7,1,7,1988,Yes,Unknown,Life sciences,Unknown,Unknown,6477.69,15.0
396,33.0,No,1146.0,25.0,3,"1220,0",2,Female,66.0,3,2,Sales executive,3,4905,1,12,"3,0",1,1,3,"2,0",10,0,1,1990,Yes,Unknown,Medical,Unknown,No,6477.69,11.0
397,36.0,No,798.0,6.0,4,Unknown,3,Male,60.0,1,1,Laboratory technician,3,6865,1,14,"3,0",3,1,4,"3,0",7,1,7,1987,Yes,Unknown,Life sciences,Divorced,No,6477.69,11.0
398,30.0,No,853.0,7.0,4,"1224,0",3,Male,49.0,3,2,Laboratory technician,3,11309,1,13,"3,0",1,3,4,"2,0",10,8,9,1993,Yes,Travel Rarely,Life sciences,Divorced,Unknown,3491.0,11.0
399,60.0,No,798.0,7.0,4,Unknown,29,Male,52.0,4,2,Sales executive,4,10893,0,18,"3,0",2,1,3,"3,0",11,1,9,1963,Yes,Unknown,Unknown,Divorced,Unknown,5220.0,12.0
400,32.0,No,1316.0,2.0,2,"1235,0",4,Female,38.0,3,2,Research scientist,3,2338,4,14,"3,0",4,0,2,"3,0",8,0,7,1991,No,Unknown,Life sciences,Single,Yes,6477.69,10.0
401,36.0,No,363.0,1.0,3,"1237,0",3,Female,66.0,1,3,Manufacturing director,1,4235,2,21,"4,0",3,1,2,"3,0",7,7,7,1987,Yes,Unknown,Technical degree,Divorced,Yes,10252.0,17.0
402,27.0,No,1103.0,14.0,3,Unknown,1,Male,42.0,3,1,Research scientist,1,14377,1,14,"3,0",4,2,3,"2,0",9,6,8,1996,Yes,Travel Rarely,Unknown,Unknown,Unknown,6477.69,11.0
403,43.0,No,920.0,3.0,3,"1255,0",3,Male,96.0,1,5,Research director,4,18625,3,14,"3,0",2,1,2,"3,0",8,0,7,1980,Yes,Unknown,Life sciences,Unknown,No,19740.0,11.0
404,29.0,No,694.0,1.0,3,"1264,0",4,Female,66.0,2,4,Research director,4,3423,3,14,"3,0",2,2,2,"2,0",7,1,7,1994,Yes,Travel Rarely,Unknown,Divorced,No,6477.69,9.0
405,59.0,No,1429.0,7.0,4,"1283,0",24,Male,67.0,3,3,Manufacturing director,4,20002,6,12,"3,0",4,0,6,"2,0",9,5,4,1964,No,Unknown,Unknown,Single,No,6477.69,11.0
406,43.0,No,531.0,4.0,4,"1293,0",4,Female,56.0,2,3,Sales executive,4,20364,3,14,"3,0",4,0,3,"4,0",21,15,17,1980,Yes,Travel Rarely,Marketing,Single,No,6477.69,23.0
407,44.0,Yes,621.0,15.0,3,"1295,0",1,Female,73.0,3,3,Healthcare representative,4,14075,1,11,"3,0",4,1,2,"3,0",10,0,5,1979,Yes,Travel Rarely,Medical,Married,Unknown,6477.69,11.0
408,29.0,Yes,806.0,7.0,3,Unknown,2,Female,39.0,3,1,Laboratory technician,3,17285,3,13,"3,0",1,2,2,"3,0",7,7,7,1994,Yes,Unknown,Technical degree,Divorced,Yes,6477.69,10.0
409,32.0,No,604.0,8.0,3,Unknown,3,Male,56.0,4,2,Sales executive,4,11693,1,15,"3,0",3,2,4,"4,0",10,0,8,1991,No,Travel Rarely,Unknown,Married,Unknown,6209.0,11.0
410,36.0,No,325.0,10.0,4,Unknown,4,Female,63.0,3,3,Healthcare representative,3,5747,3,12,"3,0",1,0,0,"3,0",7,1,7,1987,Yes,Travel Rarely,Technical degree,Married,No,7094.0,11.0
411,52.0,Yes,1030.0,5.0,3,Unknown,2,Male,64.0,3,3,Sales executive,2,21534,9,19,"3,0",3,0,2,"2,0",8,7,7,1971,Yes,Unknown,Unknown,Single,Yes,6477.69,11.0
412,39.0,No,524.0,7.0,2,"1322,0",1,Male,32.0,3,2,Manufacturing director,3,13352,0,11,"3,0",1,0,6,"3,0",8,1,7,1984,Yes,Travel Rarely,Unknown,Single,Unknown,4534.0,11.0
413,34.0,No,943.0,9.0,3,"1344,0",4,Male,86.0,3,3,Healthcare representative,4,5494,0,11,"3,0",4,1,0,"2,0",9,1,6,1989,Yes,Unknown,Unknown,Unknown,Unknown,8500.0,10.0
414,38.0,No,1009.0,2.0,2,"1355,0",2,Female,31.0,3,2,Sales executive,1,19461,3,15,"3,0",4,1,3,"3,0",7,1,7,1985,Yes,Unknown,Life sciences,Unknown,Unknown,6477.69,11.0
415,36.0,No,607.0,7.0,3,"1362,0",12,Female,83.0,4,2,Sales executive,1,2261,2,16,"3,0",4,1,2,"2,0",15,6,13,1987,Yes,Travel Frequently,Marketing,Married,No,4639.0,11.0
416,35.0,No,817.0,1.0,3,"1369,0",4,Female,60.0,2,2,Laboratory technician,4,10846,0,12,"3,0",2,1,0,"3,0",9,0,0,1988,No,Unknown,Unknown,Unknown,No,5363.0,10.0
417,55.0,Yes,798.0,13.0,4,Unknown,1,Male,85.0,4,4,Sales executive,3,9277,6,17,"3,0",3,0,2,"2,0",19,3,8,1968,Yes,Unknown,Unknown,Unknown,Unknown,6477.69,11.0
418,34.0,No,798.0,29.0,3,"1377,0",2,Male,86.0,3,2,Laboratory technician,3,17491,4,13,"3,0",1,2,1,"3,0",8,7,7,1989,No,Unknown,Unknown,Unknown,Unknown,6477.69,10.0
419,43.0,No,930.0,6.0,3,"1402,0",1,Female,73.0,2,2,Research scientist,3,20003,1,14,"3,0",1,0,3,"1,0",20,1,8,1980,No,Unknown,Medical,Single,Yes,4081.0,20.0
420,42.0,No,1147.0,10.0,3,"1408,0",3,Female,31.0,3,4,Manager,1,16616,0,14,"3,0",3,1,5,"3,0",20,0,9,1981,No,Travel Rarely,Human resources,Married,Unknown,6477.69,21.0
421,26.0,No,652.0,7.0,3,"1417,0",3,Male,100.0,4,1,Laboratory technician,1,23577,0,12,"3,0",4,0,2,"3,0",7,0,7,1997,Yes,Travel Rarely,Unknown,Single,No,3578.0,8.0
422,29.0,Yes,337.0,14.0,1,"1421,0",3,Female,84.0,3,3,Healthcare representative,4,22930,0,12,"3,0",1,0,1,"3,0",8,7,7,1994,Yes,Unknown,Other,Single,Yes,6477.69,11.0
423,54.0,No,971.0,1.0,3,"1422,0",4,Female,54.0,3,4,Research director,4,5652,6,19,"3,0",4,0,3,"2,0",20,12,7,1969,No,Unknown,Unknown,Unknown,Unknown,17328.0,29.0
424,55.0,No,1136.0,1.0,4,"1424,0",2,Male,81.0,4,4,Research director,4,12414,2,13,"3,0",4,2,4,"4,0",7,0,0,1968,Yes,Unknown,Unknown,Divorced,No,6477.69,31.0
425,40.0,No,663.0,9.0,4,Unknown,3,Male,81.0,3,2,Laboratory technician,3,23099,3,11,"3,0",3,2,2,"3,0",8,0,7,1983,Yes,Non Travel,Other,Unknown,No,6477.69,11.0
426,31.0,No,326.0,8.0,2,Unknown,1,Male,31.0,3,3,Sales executive,4,8386,1,18,"3,0",1,1,5,"3,0",13,9,9,1992,Yes,Unknown,Unknown,Divorced,Unknown,10793.0,13.0
427,46.0,Yes,377.0,9.0,3,"1457,0",1,Male,52.0,3,3,Sales executive,4,15986,4,11,"3,0",1,1,1,"4,0",7,4,3,1977,Yes,Unknown,Marketing,Divorced,No,6477.69,28.0
428,45.0,No,1038.0,20.0,3,"1460,0",2,Male,95.0,1,3,Healthcare representative,1,19863,2,18,"3,0",2,1,2,"3,0",7,0,7,1978,No,Travel Rarely,Medical,Unknown,Yes,10851.0,11.0
429,49.0,No,1490.0,7.0,4,"1484,0",3,Male,35.0,3,3,Healthcare representative,2,20948,3,14,"3,0",2,2,3,"3,0",8,0,7,1974,No,Travel Rarely,Life sciences,Divorced,Unknown,10466.0,29.0
430,29.0,No,1246.0,19.0,3,"1497,0",3,Male,77.0,2,2,Sales executive,3,23757,1,14,"3,0",3,2,3,"3,0",10,0,4,1994,Yes,Travel Rarely,Unknown,Unknown,Unknown,6477.69,10.0
431,29.0,Yes,224.0,1.0,4,"1522,0",1,Male,100.0,2,1,Research scientist,1,7568,6,13,"3,0",3,0,2,"1,0",9,0,7,1994,Yes,Unknown,Technical degree,Single,No,2362.0,11.0
432,29.0,No,441.0,8.0,1,"1544,0",3,Female,39.0,1,2,Healthcare representative,1,7288,3,13,"3,0",3,1,3,"3,0",7,0,7,1994,Yes,Unknown,Other,Unknown,No,6477.69,9.0
433,40.0,No,898.0,6.0,2,Unknown,3,Male,38.0,3,4,Manager,4,17381,1,21,"4,0",4,0,2,"3,0",21,7,7,1983,Yes,Travel Rarely,Unknown,Single,Yes,6477.69,21.0
434,48.0,No,798.0,16.0,4,Unknown,3,Female,96.0,3,2,Sales executive,3,13693,8,14,"3,0",3,1,2,"3,0",8,7,7,1975,Yes,Unknown,Life sciences,Divorced,No,6439.0,18.0
435,53.0,Yes,607.0,2.0,5,"1572,0",3,Female,78.0,2,3,Manufacturing director,4,14618,0,16,"3,0",2,1,4,"3,0",33,1,9,1970,Yes,Unknown,Unknown,Married,Unknown,6477.69,11.0
436,44.0,No,1313.0,7.0,3,"1608,0",2,Female,31.0,3,5,Research director,4,3549,0,14,"3,0",4,1,4,"2,0",22,1,10,1979,No,Unknown,Medical,Unknown,Yes,6477.69,11.0
437,45.0,No,1015.0,5.0,5,"1611,0",3,Female,50.0,1,2,Laboratory technician,1,23447,1,14,"3,0",1,0,3,"3,0",10,1,4,1978,No,Unknown,Unknown,Unknown,Unknown,5769.0,10.0
438,45.0,No,798.0,26.0,3,"1612,0",1,Male,52.0,2,2,Sales executive,1,24162,1,15,"3,0",1,1,2,"3,0",10,4,5,1978,No,Non Travel,Marketing,Unknown,Unknown,4385.0,10.0
439,34.0,No,426.0,10.0,4,"1615,0",3,Male,42.0,4,2,Manufacturing director,4,17000,1,13,"3,0",1,1,3,"3,0",9,7,2,1989,Yes,Travel Frequently,Unknown,Unknown,Unknown,6477.69,9.0
440,39.0,No,1387.0,10.0,5,Unknown,2,Male,76.0,3,2,Manufacturing director,1,3835,2,13,"3,0",4,3,3,"3,0",7,7,7,1984,No,Unknown,Medical,Unknown,Unknown,6477.69,11.0
441,27.0,No,1302.0,7.0,3,"1619,0",36,Male,66.0,2,1,Laboratory technician,1,16290,1,11,"3,0",1,2,3,"3,0",7,0,7,1996,Yes,Unknown,Unknown,Divorced,No,4066.0,7.0
442,45.0,No,1329.0,2.0,2,"1635,0",4,Female,59.0,2,2,Manufacturing director,4,5388,1,19,"3,0",1,2,3,"3,0",10,3,9,1978,Yes,Travel Rarely,Unknown,Divorced,Unknown,6477.69,10.0
443,44.0,No,602.0,1.0,5,"1642,0",1,Male,37.0,3,2,Human resources,4,10503,4,11,"3,0",3,0,3,"3,0",10,0,2,1979,Yes,Unknown,Unknown,Married,Yes,6477.69,14.0
444,25.0,No,772.0,2.0,1,"1653,0",4,Male,77.0,4,2,Manufacturing director,3,4973,1,17,"3,0",3,2,6,"3,0",7,0,7,1998,No,Unknown,Life sciences,Divorced,Unknown,5206.0,7.0
445,49.0,No,809.0,1.0,3,Unknown,3,Male,36.0,3,4,Manager,3,22384,4,14,"3,0",1,0,2,"3,0",8,0,0,1974,Yes,Unknown,Unknown,Single,Unknown,6477.69,23.0
446,48.0,Yes,798.0,7.0,2,"1691,0",4,Female,95.0,3,1,Sales representative,3,11740,2,11,"3,0",3,2,3,"3,0",9,7,7,1975,No,Travel Frequently,Unknown,Unknown,Unknown,2655.0,19.0
447,26.0,No,786.0,7.0,3,"1693,0",4,Male,76.0,3,1,Laboratory technician,4,11925,1,20,"4,0",3,0,5,"3,0",7,5,7,1997,Yes,Unknown,Medical,Unknown,No,2570.0,7.0
448,44.0,No,921.0,2.0,3,"1703,0",3,Female,96.0,4,3,Healthcare representative,4,14810,1,19,"3,0",2,1,2,"3,0",8,6,7,1979,Yes,Travel Rarely,Life sciences,Unknown,Unknown,6477.69,11.0
449,36.0,No,530.0,2.0,4,Unknown,3,Female,51.0,3,2,Sales representative,4,7439,3,15,"3,0",3,0,2,"2,0",13,6,7,1987,Yes,Unknown,Unknown,Single,Unknown,4502.0,17.0
450,46.0,No,717.0,13.0,4,"1727,0",3,Male,34.0,3,2,Healthcare representative,2,9697,6,14,"3,0",4,0,3,"3,0",10,0,9,1977,Yes,Unknown,Unknown,Single,No,6477.69,19.0
451,35.0,No,1370.0,27.0,4,"1728,0",4,Male,49.0,3,2,Manufacturing director,3,5151,2,16,"3,0",2,1,3,"3,0",7,0,7,1988,Yes,Unknown,Life sciences,Married,Unknown,6477.69,17.0
452,30.0,No,1312.0,2.0,4,"1745,0",4,Female,78.0,2,1,Research scientist,1,26427,0,16,"3,0",4,0,2,"3,0",9,0,7,1993,No,Travel Frequently,Unknown,Unknown,Unknown,4968.0,10.0
453,30.0,No,979.0,15.0,2,"1754,0",3,Male,94.0,2,3,Sales executive,1,3088,2,11,"3,0",1,1,2,"3,0",7,1,7,1993,Yes,Unknown,Marketing,Unknown,No,6477.69,11.0
454,33.0,No,1283.0,2.0,3,"1756,0",4,Female,62.0,3,2,Sales executive,2,10697,8,15,"3,0",4,0,2,"2,0",11,1,7,1990,Yes,Non Travel,Marketing,Unknown,No,5147.0,13.0
455,32.0,No,953.0,5.0,4,"1764,0",2,Male,65.0,3,1,Research scientist,2,17674,2,14,"3,0",2,0,3,"3,0",7,0,7,1991,Yes,Unknown,Unknown,Single,No,2718.0,12.0
456,43.0,No,244.0,2.0,3,"1778,0",2,Male,97.0,3,1,Human resources,4,5033,0,13,"3,0",2,0,5,"3,0",9,1,8,1980,No,Travel Rarely,Life sciences,Unknown,No,3539.0,11.0
457,31.0,No,196.0,29.0,4,Unknown,1,Female,91.0,2,2,Sales executive,4,13402,1,14,"3,0",1,2,3,"3,0",12,5,7,1992,Yes,Travel Rarely,Marketing,Unknown,Unknown,5468.0,11.0
458,35.0,Yes,303.0,27.0,3,"1797,0",3,Male,84.0,3,2,Sales executive,4,13492,1,18,"3,0",4,0,2,"3,0",10,7,7,1988,No,Unknown,Unknown,Unknown,Unknown,5813.0,11.0
459,35.0,No,1180.0,2.0,2,"1804,0",2,Male,90.0,3,2,Manufacturing director,4,24442,2,14,"3,0",3,1,6,"3,0",7,1,7,1988,No,Non Travel,Medical,Divorced,No,6477.69,15.0
460,30.0,No,1092.0,10.0,3,"1816,0",1,Female,64.0,3,3,Manufacturing director,3,2739,9,14,"3,0",2,0,3,"3,0",7,0,2,1993,No,Unknown,Medical,Single,No,9667.0,9.0
461,46.0,Yes,261.0,7.0,2,"1821,0",4,Female,66.0,3,2,Healthcare representative,2,10842,4,22,"4,0",4,1,2,"4,0",9,3,7,1977,No,Travel Rarely,Medical,Married,No,6477.69,13.0
462,45.0,No,589.0,2.0,4,Unknown,3,Female,67.0,3,2,Sales executive,3,19665,4,22,"4,0",2,2,3,"4,0",8,5,7,1978,No,Non Travel,Unknown,Married,Unknown,5154.0,10.0
463,43.0,No,1422.0,2.0,4,"1849,0",1,Male,92.0,3,2,Sales executive,4,19246,1,20,"4,0",3,1,5,"3,0",7,7,7,1980,No,Travel Frequently,Life sciences,Married,Unknown,5675.0,7.0
464,46.0,Yes,798.0,10.0,3,"1869,0",3,Female,64.0,3,3,Sales executive,2,14011,5,21,"4,0",3,3,2,"3,0",8,0,7,1977,Yes,Unknown,Life sciences,Unknown,Unknown,7314.0,14.0
465,40.0,No,1137.0,1.0,4,Unknown,1,Male,98.0,3,4,Manager,1,18991,2,11,"3,0",1,1,3,"3,0",19,11,16,1983,Yes,Travel Rarely,Unknown,Unknown,Unknown,6477.69,22.0
466,27.0,No,511.0,2.0,2,"1898,0",1,Female,89.0,4,2,Sales executive,3,26997,0,14,"3,0",2,0,5,"2,0",8,0,7,1996,No,Travel Rarely,Unknown,Single,No,6477.69,9.0
467,42.0,No,1396.0,6.0,3,"1911,0",3,Male,83.0,3,3,Research director,1,14842,9,13,"3,0",2,1,3,"4,0",13,5,7,1981,Yes,Unknown,Medical,Married,No,6477.69,18.0
468,26.0,No,1096.0,6.0,3,Unknown,3,Male,61.0,4,1,Laboratory technician,4,7102,0,18,"3,0",1,1,3,"3,0",7,7,7,1997,Yes,Travel Frequently,Other,Married,No,6477.69,8.0
469,28.0,No,798.0,1.0,2,"1927,0",3,Male,42.0,2,2,Sales executive,4,19255,1,12,"3,0",3,1,2,"3,0",7,0,7,1995,Yes,Travel Frequently,Life sciences,Married,Unknown,6477.69,7.0
470,47.0,No,1169.0,14.0,4,"1934,0",3,Male,64.0,3,2,Research scientist,2,2125,8,18,"3,0",3,1,4,"4,0",8,1,7,1976,No,Unknown,Unknown,Married,Unknown,6477.69,11.0
471,34.0,No,1239.0,13.0,4,"1951,0",4,Male,39.0,3,3,Sales executive,3,22914,1,18,"3,0",3,1,2,"2,0",8,1,1,1989,Yes,Travel Rarely,Medical,Divorced,No,6477.69,9.0
472,26.0,No,157.0,1.0,3,"1952,0",3,Male,95.0,3,1,Laboratory technician,1,20006,0,13,"3,0",4,0,6,"3,0",7,7,6,1997,Yes,Unknown,Medical,Single,No,6477.69,8.0
473,27.0,No,954.0,9.0,3,"1965,0",4,Male,44.0,3,2,Sales executive,4,5099,1,14,"3,0",1,0,5,"3,0",7,0,7,1996,No,Travel Rarely,Unknown,Unknown,Unknown,6477.69,11.0
474,31.0,Yes,754.0,26.0,4,"1967,0",1,Male,63.0,3,2,Sales executive,4,21075,1,11,"3,0",3,0,4,"3,0",10,0,8,1992,Yes,Travel Frequently,Marketing,Unknown,Yes,6477.69,10.0
475,33.0,No,1303.0,7.0,2,Unknown,4,Male,66.0,3,2,Healthcare representative,3,18079,1,20,"3,0",3,3,2,"3,0",9,2,8,1990,Yes,Travel Frequently,Life sciences,Divorced,Unknown,6477.69,9.0
476,31.0,No,697.0,10.0,3,"1979,0",3,Female,40.0,3,3,Research director,3,26862,4,20,"4,0",3,1,2,"4,0",11,4,8,1992,Yes,Unknown,Unknown,Married,No,6477.69,13.0
477,35.0,No,1395.0,9.0,4,"2008,0",2,Male,48.0,3,2,Research scientist,3,18698,1,19,"3,0",2,0,5,"3,0",10,0,8,1988,Yes,Unknown,Medical,Unknown,No,5098.0,10.0
478,33.0,No,501.0,15.0,2,"2009,0",2,Female,95.0,3,2,Healthcare representative,4,21653,0,13,"3,0",1,1,6,"3,0",9,8,1,1990,Yes,Travel Rarely,Unknown,Married,Yes,6477.69,11.0
479,39.0,No,116.0,24.0,1,"2014,0",1,Male,52.0,3,2,Research scientist,4,5340,7,13,"3,0",1,0,2,"3,0",7,1,7,1984,No,Travel Rarely,Life sciences,Single,No,6477.69,11.0
480,36.0,No,557.0,7.0,3,Unknown,46,Female,94.0,2,3,Sales executive,4,12695,0,19,"3,0",3,2,2,"3,0",9,3,4,1987,Yes,Travel Rarely,Unknown,Married,No,6477.69,10.0
481,41.0,No,582.0,28.0,4,"2034,0",1,Female,60.0,2,4,Manufacturing director,2,5640,0,23,"3,0",3,1,3,"3,0",20,0,10,1982,Yes,Travel Rarely,Life sciences,Married,No,13570.0,21.0
482,34.0,No,704.0,28.0,3,"2035,0",4,Female,95.0,2,2,Sales executive,3,8978,1,21,"4,0",4,2,2,"3,0",8,1,7,1989,No,Unknown,Marketing,Married,No,6712.0,8.0
483,38.0,No,798.0,10.0,2,Unknown,1,Female,100.0,3,2,Sales executive,4,5982,1,11,"3,0",3,1,1,"3,0",10,1,9,1985,Yes,Travel Rarely,Unknown,Married,No,6477.69,10.0
484,39.0,No,613.0,6.0,1,"2062,0",4,Male,42.0,2,3,Healthcare representative,1,21457,4,15,"3,0",1,1,5,"3,0",7,1,7,1984,Yes,Travel Rarely,Unknown,Unknown,Unknown,9991.0,11.0
485,34.0,No,419.0,7.0,4,"28,0",1,Female,53.0,3,3,Research director,2,21293,0,11,"3,0",3,0,4,"3,0",12,2,11,1989,No,Travel Rarely,Unknown,Single,No,6477.69,11.0
486,44.0,No,477.0,7.0,4,Unknown,1,Female,42.0,2,3,Healthcare representative,4,2094,3,14,"3,0",4,1,4,"3,0",22,5,17,1979,Yes,Travel Rarely,Medical,Married,Unknown,10248.0,24.0
487,46.0,No,1211.0,5.0,4,"62,0",1,Male,98.0,3,2,Sales executive,4,20445,4,21,"3,0",3,0,4,"3,0",9,0,8,1977,Yes,Unknown,Unknown,Single,Unknown,6477.69,14.0
488,41.0,No,857.0,10.0,3,"199,0",4,Male,91.0,2,4,Manager,1,12888,4,13,"3,0",2,1,2,"2,0",7,7,7,1982,No,Travel Frequently,Life sciences,Divorced,Unknown,6477.69,11.0
489,39.0,No,505.0,2.0,4,"343,0",3,Female,64.0,3,3,Healthcare representative,3,6420,0,25,"4,0",4,0,1,"3,0",19,11,8,1984,No,Unknown,Unknown,Single,No,10938.0,20.0
490,42.0,No,269.0,2.0,3,"351,0",4,Female,56.0,2,1,Laboratory technician,1,8007,0,11,"3,0",3,1,4,"3,0",9,7,8,1981,Yes,Travel Rarely,Medical,Divorced,Yes,2593.0,10.0
491,33.0,No,553.0,5.0,4,"428,0",4,Female,74.0,3,3,Manager,2,23364,6,11,"3,0",2,2,2,"3,0",10,8,8,1990,Yes,Travel Frequently,Unknown,Married,Unknown,11878.0,12.0
492,35.0,No,1296.0,5.0,4,"464,0",3,Male,62.0,3,3,Manufacturing director,2,18264,0,13,"3,0",4,0,5,"3,0",16,0,13,1988,Yes,Travel Rarely,Technical degree,Single,No,8095.0,17.0
493,33.0,Yes,1277.0,15.0,1,Unknown,2,Male,56.0,3,3,Manager,3,24619,7,12,"3,0",4,0,2,"4,0",7,7,7,1990,Yes,Travel Rarely,Medical,Married,Unknown,6477.69,15.0
494,40.0,No,302.0,6.0,3,Unknown,2,Female,75.0,3,4,Manufacturing director,3,20364,7,15,"3,0",3,0,3,"3,0",20,5,13,1983,No,Travel Rarely,Life sciences,Single,No,6477.69,22.0
495,41.0,No,427.0,10.0,4,"731,0",2,Male,73.0,2,5,Manager,4,8861,3,15,"3,0",2,3,2,"2,0",21,12,6,1982,No,Travel Rarely,Human resources,Divorced,No,6477.69,23.0
496,27.0,No,975.0,7.0,3,"764,0",4,Female,55.0,2,2,Healthcare representative,1,23398,8,19,"3,0",1,0,2,"1,0",7,0,7,1996,No,Unknown,Unknown,Unknown,No,6477.69,11.0
497,52.0,No,621.0,3.0,4,Unknown,3,Male,31.0,2,4,Manager,1,10084,1,11,"3,0",1,0,3,"4,0",34,1,16,1971,Yes,Travel Rarely,Marketing,Unknown,Unknown,16856.0,11.0
498,51.0,No,1318.0,26.0,4,"851,0",1,Female,66.0,3,4,Manager,3,5594,2,14,"3,0",3,1,2,"2,0",20,4,17,1972,No,Travel Rarely,Marketing,Married,No,6477.69,11.0
499,47.0,No,249.0,2.0,2,"903,0",3,Female,35.0,3,2,Sales executive,4,17783,0,22,"4,0",1,1,2,"3,0",7,7,7,1976,Yes,Travel Rarely,Marketing,Unknown,Unknown,4537.0,8.0
500,50.0,No,881.0,2.0,4,"905,0",1,Male,98.0,3,4,Manager,1,4544,1,11,"3,0",4,1,3,"3,0",31,14,7,1973,No,Non Travel,Unknown,Divorced,Unknown,17924.0,31.0
